player_id,season_id,phase,matches,innings,runs,balls,average,strike_rate,highest_score,fours,sixes,dismissals,dot_ball_pct,boundary_pct
463,1,Death Over,3,3,17.0,14,5.67,121.43,16.0,2,1,2,42.86,21.43
465,1,Death Over,6,6,73.0,40,12.17,182.5,34.0,3,4,2,15.0,17.5
465,1,Middle Over,4,4,49.0,46,12.25,106.52,25.0,3,2,2,41.3,10.87
465,1,Powerplay Over,2,2,37.0,33,18.5,112.12,27.0,6,1,2,57.58,21.21
477,1,Death Over,9,9,73.0,57,8.11,128.07,21.0,7,3,7,40.35,17.54
477,1,Middle Over,5,5,33.0,38,6.6,86.84,18.0,2,3,1,57.89,13.16
477,1,Powerplay Over,1,1,6.0,5,6.0,120.0,6.0,1,0,1,60.0,20.0
481,1,Death Over,1,1,11.0,10,11.0,110.0,11.0,1,0,0,30.0,10.0
481,1,Middle Over,3,3,56.0,60,18.67,93.33,21.0,2,0,2,30.0,3.33
481,1,Powerplay Over,3,3,28.0,30,9.33,93.33,21.0,2,1,2,53.33,10.0
484,1,Death Over,7,7,108.0,77,15.43,140.26,31.0,11,4,3,16.88,19.48
484,1,Middle Over,8,8,54.0,48,6.75,112.5,15.0,6,1,5,37.5,14.58
484,1,Powerplay Over,1,1,1.0,2,1.0,50.0,1.0,0,0,0,50.0,0.0
490,1,Powerplay Over,2,2,4.0,19,2.0,21.05,4.0,1,0,2,84.21,5.26
497,1,Death Over,2,2,11.0,5,5.5,220.0,6.0,1,1,1,40.0,40.0
497,1,Middle Over,1,1,7.0,8,7.0,87.5,7.0,0,0,0,12.5,0.0
503,1,Death Over,1,1,1.0,1,1.0,100.0,1.0,0,0,0,0.0,0.0
504,1,Death Over,5,5,77.0,53,15.4,145.28,28.0,8,2,2,28.3,18.87
504,1,Middle Over,11,11,198.0,167,18.0,118.56,46.0,18,5,5,28.74,13.77
504,1,Powerplay Over,10,10,65.0,88,6.5,73.86,14.0,9,1,3,57.95,11.36
510,1,Death Over,1,1,0.0,1,0.0,0.0,0.0,0,0,1,100.0,0.0
510,1,Middle Over,3,3,55.0,39,18.33,141.03,33.0,3,3,2,17.95,15.38
510,1,Powerplay Over,4,4,94.0,45,23.5,208.89,43.0,10,7,1,31.11,37.78
511,1,Death Over,1,1,0.0,2,0.0,0.0,0.0,0,0,0,100.0,0.0
522,1,Death Over,10,10,185.0,109,18.5,169.72,51.0,18,8,7,15.6,23.85
522,1,Middle Over,12,12,229.0,209,19.08,109.57,37.0,20,7,4,41.63,12.92
522,1,Powerplay Over,1,1,0.0,1,0.0,0.0,0.0,0,0,0,100.0,0.0
523,1,Death Over,3,3,19.0,20,6.33,95.0,11.0,1,0,3,25.0,5.0
523,1,Middle Over,3,3,49.0,42,16.33,116.67,25.0,2,4,0,40.48,14.29
523,1,Powerplay Over,4,4,35.0,33,8.75,106.06,29.0,6,1,3,60.61,21.21
529,1,Death Over,6,6,45.0,44,7.5,102.27,14.0,2,1,3,27.27,6.82
529,1,Middle Over,9,9,95.0,72,10.56,131.94,32.0,8,5,6,37.5,18.06
529,1,Powerplay Over,3,3,39.0,22,13.0,177.27,25.0,5,1,0,13.64,27.27
534,1,Death Over,2,2,10.0,8,5.0,125.0,10.0,1,0,1,12.5,12.5
534,1,Middle Over,1,1,1.0,1,1.0,100.0,1.0,0,0,0,0.0,0.0
536,1,Death Over,6,6,61.0,49,10.17,124.49,22.0,6,2,6,36.73,16.33
