player_id,season_id,matches,innings,balls_bowled,overs,runs_conceded,wickets,economy,bowling_average,bowling_strike_rate,dot_balls,dot_balls_pct,fours_conceded,sixes_conceded,best_bowling_figures
8,6,2,2,30,5,32.0,1.0,6.4,32.0,30.0,12,40.0,4,0,1/11
149,10,12,12,264,44,316.0,12.0,7.18,26.33,22.0,108,40.91,30,11,3/18
149,11,12,12,222,37,303.0,8.0,8.19,37.88,27.75,73,32.88,35,4,3/15
149,12,6,6,101,17,189.0,6.0,11.12,31.5,16.83,26,25.74,21,7,2/39
149,13,6,6,90,15,154.0,2.0,10.27,77.0,45.0,19,21.11,10,9,2/32
149,14,1,1,6,1,12.0,0.0,12.0,0.0,0.0,2,33.33,1,1,0/12
149,16,1,1,6,1,18.0,0.0,18.0,0.0,0.0,0,0.0,2,1,0/18
776,10,12,12,268,45,424.0,11.0,9.42,38.55,24.36,76,28.36,40,17,3/29
776,11,4,4,61,11,114.0,5.0,10.36,22.8,12.2,16,26.23,8,8,2/4
776,12,3,3,72,12,110.0,0.0,9.17,0.0,0.0,17,23.61,10,5,0/29
776,13,1,1,24,4,46.0,1.0,11.5,46.0,24.0,5,20.83,6,1,1/46
776,15,5,5,96,16,152.0,5.0,9.5,30.4,19.2,38,39.58,11,10,3/35
732,1,1,1,24,4,24.0,1.0,6.0,24.0,24.0,9,37.5,3,0,1/24
732,2,4,5,100,17,135.0,3.0,7.94,45.0,33.33,26,26.0,5,7,2/37
732,3,2,2,48,8,66.0,2.0,8.25,33.0,24.0,12,25.0,2,3,2/22
732,6,3,3,72,12,78.0,2.0,6.5,39.0,36.0,29,40.28,7,2,1/15
351,8,1,1,18,3,35.0,0.0,11.67,0.0,0.0,5,27.78,4,1,0/35
351,9,14,14,297,50,413.0,14.0,8.26,29.5,21.21,107,36.03,38,14,3/28
351,10,1,1,12,2,29.0,0.0,14.5,0.0,0.0,4,33.33,3,2,0/29
351,11,6,6,132,22,229.0,4.0,10.41,57.25,33.0,45,34.09,21,10,2/50
351,12,2,2,24,4,51.0,0.0,12.75,0.0,0.0,7,29.17,7,2,0/24
529,7,1,1,24,4,31.0,1.0,7.75,31.0,24.0,9,37.5,5,0,1/31
529,9,4,4,67,12,80.0,5.0,6.67,16.0,13.4,23,34.33,7,2,2/20
529,10,4,4,76,13,123.0,1.0,9.46,123.0,76.0,20,26.32,10,6,1/41
529,11,7,7,102,17,168.0,2.0,9.88,84.0,51.0,23,22.55,18,6,1/12
529,12,1,1,12,2,27.0,1.0,13.5,27.0,12.0,2,16.67,4,1,1/27
473,7,3,3,72,12,126.0,4.0,10.5,31.5,18.0,25,34.72,10,6,3/36
473,8,4,4,78,13,109.0,5.0,8.38,21.8,15.6,27,34.62,14,1,2/40
477,3,4,4,60,10,94.0,3.0,9.4,31.33,20.0,14,23.33,5,5,1/19
477,4,4,4,72,12,78.0,4.0,6.5,19.5,18.0,27,37.5,6,1,2/32
477,5,3,3,46,8,79.0,0.0,9.88,0.0,0.0,13,28.26,3,6,0/11
477,6,1,1,24,4,21.0,1.0,5.25,21.0,24.0,11,45.83,1,1,1/21
477,8,3,3,42,7,50.0,3.0,7.14,16.67,14.0,17,40.48,1,4,2/13
477,9,6,6,84,14,121.0,3.0,8.64,40.33,28.0,21,25.0,7,7,1/10
477,10,7,7,98,17,129.0,3.0,7.59,43.0,32.67,28,28.57,5,7,1/4
298,2,9,9,120,20,161.0,7.0,8.05,23.0,17.14,34,28.33,7,8,3/29
298,3,4,4,30,5,41.0,2.0,8.2,20.5,15.0,8,26.67,2,2,1/4
298,4,4,4,66,11,77.0,7.0,7.0,11.0,9.43,28,42.42,6,3,4/13
298,5,2,2,12,2,21.0,1.0,10.5,21.0,12.0,2,16.67,2,1,1/13
298,6,1,1,6,1,3.0,0.0,3.0,0.0,0.0,3,50.0,0,0,0/3
165,6,1,1,6,1,12.0,0.0,12.0,0.0,0.0,1,16.67,2,0,0/12
53,6,2,2,30,5,36.0,1.0,7.2,36.0,30.0,11,36.67,2,2,1/16
233,5,9,9,204,34,233.0,14.0,6.85,16.64,14.57,103,50.49,23,9,3/27
233,7,8,8,168,28,246.0,8.0,8.79,30.75,21.0,70,41.67,25,12,2/32
489,18,2,2,42,7,55.0,1.0,7.86,55.0,42.0,23,54.76,4,4,1/26
564,10,9,9,96,17,135.0,4.0,7.94,33.75,24.0,33,34.38,11,5,3/4
564,11,7,7,90,15,129.0,2.0,8.6,64.5,45.0,23,25.56,8,5,1/8
564,12,3,3,30,5,55.0,0.0,11.0,0.0,0.0,2,6.67,3,3,0/12
208,3,1,1,6,1,13.0,0.0,13.0,0.0,0.0,1,16.67,1,1,0/13
312,16,16,16,228,38,361.0,6.0,9.5,60.17,38.0,79,34.65,30,20,2/41
312,17,13,13,211,36,303.0,10.0,8.42,30.3,21.1,70,33.18,28,11,2/12
705,9,2,2,12,2,15.0,0.0,7.5,0.0,0.0,5,41.67,1,1,0/7
372,2,3,3,48,8,57.0,2.0,7.12,28.5,24.0,13,27.08,1,2,1/4
334,14,14,14,312,52,426.0,14.0,8.19,30.43,22.29,108,34.62,38,12,3/31
334,15,3,3,66,11,84.0,3.0,7.64,28.0,22.0,18,27.27,5,3,2/23
334,16,2,2,48,8,89.0,3.0,11.12,29.67,16.0,17,35.42,6,6,2/53
334,18,1,1,18,3,39.0,0.0,13.0,0.0,0.0,3,16.67,4,2,0/39
235,2,7,7,113,19,144.0,1.0,7.58,144.0,113.0,32,28.32,7,4,1/21
235,3,6,6,96,16,152.0,4.0,9.5,38.0,24.0,29,30.21,15,4,1/9
235,4,12,12,216,36,244.0,8.0,6.78,30.5,27.0,80,37.04,12,10,3/21
235,5,3,3,28,5,66.0,0.0,13.2,0.0,0.0,5,17.86,7,4,0/6
235,6,4,4,24,4,40.0,3.0,10.0,13.33,8.0,10,41.67,5,2,2/5
235,8,1,1,12,2,15.0,0.0,7.5,0.0,0.0,3,25.0,0,1,0/15
235,9,4,4,60,10,63.0,2.0,6.3,31.5,30.0,21,35.0,3,2,2/11
235,13,1,1,5,1,5.0,0.0,5.0,0.0,0.0,0,0.0,0,0,0/5
420,6,16,16,300,50,401.0,15.0,8.02,26.73,20.0,113,37.67,39,12,3/40
420,8,11,12,258,42,325.0,14.0,7.74,23.21,18.43,115,44.57,33,11,4/23
420,9,12,12,264,44,308.0,13.0,7.0,23.69,20.31,102,38.64,27,7,2/30
420,10,9,9,186,31,240.0,12.0,7.74,20.0,15.5,71,38.17,24,7,4/26
420,11,4,4,84,14,143.0,3.0,10.21,47.67,28.0,29,34.52,11,10,2/41
420,12,9,9,198,33,306.0,13.0,9.27,23.54,15.23,66,33.33,37,10,3/22
420,13,9,9,190,32,210.0,11.0,6.56,19.09,17.27,89,46.84,17,6,4/26
420,14,11,11,246,41,376.0,15.0,9.17,25.07,16.4,83,33.74,34,16,4/23
508,7,9,9,108,18,184.0,4.0,10.22,46.0,27.0,35,32.41,26,5,2/18
508,8,2,2,24,4,33.0,1.0,8.25,33.0,24.0,10,41.67,2,2,1/21
508,10,8,8,113,19,186.0,3.0,9.79,62.0,37.67,20,17.7,13,8,1/23
508,11,3,3,52,9,115.0,3.0,12.78,38.33,17.33,14,26.92,11,8,2/47
268,11,1,1,18,3,34.0,0.0,11.33,0.0,0.0,7,38.89,3,2,0/34
105,13,1,1,17,3,24.0,0.0,8.0,0.0,0.0,6,35.29,4,0,0/24
690,9,9,9,168,28,258.0,11.0,9.21,23.45,15.27,49,29.17,22,9,4/11
690,10,1,1,6,1,9.0,1.0,9.0,9.0,6.0,2,33.33,0,1,1/9
690,11,1,1,24,4,31.0,0.0,7.75,0.0,0.0,10,41.67,2,2,0/31
690,13,9,10,195,33,315.0,9.0,9.55,35.0,21.67,59,30.26,28,12,3/17
690,14,4,4,72,12,96.0,4.0,8.0,24.0,18.0,23,31.94,11,2,2/20
690,15,4,4,77,13,135.0,2.0,10.38,67.5,38.5,22,28.57,11,7,2/23
690,16,6,6,132,22,237.0,3.0,10.77,79.0,44.0,41,31.06,22,13,1/7
574,5,2,2,42,7,60.0,1.0,8.57,60.0,42.0,14,33.33,8,1,1/36
385,1,3,3,17,3,49.0,0.0,16.33,0.0,0.0,0,0.0,5,3,0/8
621,2,1,1,24,4,15.0,3.0,3.75,5.0,8.0,16,66.67,2,0,3/15
621,3,3,3,66,11,88.0,5.0,8.0,17.6,13.2,26,39.39,9,3,2/26
621,4,3,3,66,11,84.0,5.0,7.64,16.8,13.2,27,40.91,6,5,2/10
739,1,1,1,6,1,24.0,0.0,24.0,0.0,0.0,0,0.0,2,2,0/24
739,3,1,1,6,1,19.0,0.0,19.0,0.0,0.0,2,33.33,1,2,0/19
739,5,2,2,18,3,27.0,0.0,9.0,0.0,0.0,1,5.56,1,1,0/8
739,6,2,2,12,2,16.0,1.0,8.0,16.0,12.0,5,41.67,1,1,1/14
721,9,8,8,139,24,189.0,7.0,7.88,27.0,19.86,41,29.5,16,5,3/47
721,10,2,2,36,6,67.0,1.0,11.17,67.0,36.0,6,16.67,6,3,1/38
721,11,4,4,61,11,94.0,5.0,8.55,18.8,12.2,21,34.43,11,4,2/15
721,12,2,2,18,3,29.0,0.0,9.67,0.0,0.0,6,33.33,4,0,0/13
384,10,13,13,264,44,386.0,17.0,8.77,22.71,15.53,87,32.95,38,14,3/6
384,11,5,5,110,19,190.0,8.0,10.0,23.75,13.75,44,40.0,20,11,3/36
384,14,3,3,66,11,82.0,5.0,7.45,16.4,13.2,30,45.45,10,3,2/18
98,1,5,5,120,20,160.0,10.0,8.0,16.0,12.0,49,40.83,15,6,4/18
98,3,5,5,114,19,138.0,7.0,7.26,19.71,16.29,50,43.86,15,3,2/23
452,12,1,1,18,3,35.0,1.0,11.67,35.0,18.0,8,44.44,3,3,1/35
452,13,13,13,312,52,356.0,17.0,6.85,20.94,18.35,110,35.26,27,9,5/20
452,14,17,17,408,68,448.0,18.0,6.59,24.89,22.67,142,34.8,28,14,3/13
452,15,11,11,234,39,332.0,6.0,8.51,55.33,39.0,86,36.75,19,20,1/22
452,16,14,14,316,53,429.0,20.0,8.09,21.45,15.8,115,36.39,33,22,4/15
452,17,14,14,300,50,402.0,21.0,8.04,19.14,14.29,121,40.33,23,26,3/16
452,18,13,13,300,50,383.0,17.0,7.66,22.53,17.65,114,38.0,31,16,3/22
383,15,1,1,3,1,8.0,1.0,8.0,8.0,3.0,1,33.33,2,0,1/8
55,2,2,2,42,7,56.0,4.0,8.0,14.0,10.5,18,42.86,6,1,3/32
428,16,1,1,24,4,53.0,1.0,13.25,53.0,24.0,6,25.0,3,4,1/53
197,1,3,3,48,8,87.0,2.0,10.88,43.5,24.0,10,20.83,8,4,1/30
299,15,6,6,126,21,210.0,6.0,10.0,35.0,21.0,34,26.98,11,11,2/30
299,16,1,1,24,4,28.0,0.0,7.0,0.0,0.0,8,33.33,3,0,0/28
68,1,5,5,47,8,78.0,1.0,9.75,78.0,47.0,13,27.66,6,3,1/21
459,8,13,13,254,43,353.0,16.0,8.21,22.06,15.88,73,28.74,37,8,4/33
459,9,1,1,24,4,49.0,0.0,12.25,0.0,0.0,6,25.0,7,1,0/49
459,16,1,1,18,3,38.0,0.0,12.67,0.0,0.0,3,16.67,3,2,0/38
364,13,1,1,1,1,2.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0/2
460,5,1,1,24,4,32.0,3.0,8.0,10.67,8.0,10,41.67,2,2,3/32
600,1,1,1,12,2,19.0,1.0,9.5,19.0,12.0,3,25.0,0,2,1/19
600,4,1,1,6,1,9.0,0.0,9.0,0.0,0.0,1,16.67,1,0,0/9
245,3,8,8,186,31,207.0,12.0,6.68,17.25,15.5,94,50.54,19,8,4/13
245,4,13,13,282,47,329.0,17.0,7.0,19.35,16.59,114,40.43,31,7,3/21
245,5,6,6,108,19,157.0,8.0,8.26,19.62,13.5,46,42.59,23,4,3/24
487,15,2,2,31,6,59.0,2.0,9.83,29.5,15.5,8,25.81,5,3,2/37
487,16,1,1,24,4,44.0,1.0,11.0,44.0,24.0,8,33.33,4,2,1/44
487,17,3,3,29,5,45.0,3.0,9.0,15.0,9.67,6,20.69,1,3,2/21
311,1,9,9,171,29,232.0,11.0,8.0,21.09,15.55,66,38.6,20,10,3/24
311,2,11,11,199,34,259.0,11.0,7.62,23.55,18.09,89,44.72,24,11,3/34
311,3,10,10,157,27,228.0,4.0,8.44,57.0,39.25,48,30.57,19,9,2/11
311,4,6,6,120,20,157.0,6.0,7.85,26.17,20.0,40,33.33,10,6,2/21
311,5,18,18,346,58,462.0,15.0,7.97,30.8,23.07,110,31.79,42,13,2/10
311,6,18,18,375,63,497.0,32.0,7.89,15.53,11.72,135,36.0,41,18,4/42
311,8,16,16,314,54,426.0,26.0,7.89,16.38,12.08,88,28.03,30,17,3/22
311,9,15,15,336,56,494.0,17.0,8.82,29.06,19.76,93,27.68,40,16,4/22
311,11,16,16,321,54,533.0,14.0,9.87,38.07,22.93,85,26.48,35,29,2/16
311,12,12,12,247,42,330.0,11.0,7.86,30.0,22.45,71,28.74,29,6,3/33
311,13,6,6,126,21,180.0,6.0,8.57,30.0,21.0,35,27.78,15,3,3/37
311,14,11,11,202,34,263.0,14.0,7.74,18.79,14.43,72,35.64,15,11,3/24
311,15,10,10,206,35,299.0,16.0,8.54,18.69,12.88,66,32.04,29,6,3/20
319,5,2,2,18,3,26.0,0.0,8.67,0.0,0.0,4,22.22,2,1,0/11
111,8,7,7,91,16,129.0,1.0,8.06,129.0,91.0,25,27.47,10,4,1/35
111,9,6,6,78,13,97.0,3.0,7.46,32.33,26.0,21,26.92,6,3,2/16
111,10,3,3,24,4,42.0,2.0,10.5,21.0,12.0,7,29.17,3,3,1/7
111,11,2,2,18,3,24.0,0.0,8.0,0.0,0.0,5,27.78,2,1,0/8
111,12,2,2,12,2,21.0,1.0,10.5,21.0,12.0,1,8.33,1,1,1/13
111,13,1,1,6,1,9.0,0.0,9.0,0.0,0.0,1,16.67,0,1,0/9
111,14,7,7,96,16,136.0,2.0,8.5,68.0,48.0,31,32.29,11,6,1/15
111,15,2,2,24,4,43.0,1.0,10.75,43.0,24.0,5,20.83,3,3,1/31
111,16,1,1,6,1,8.0,0.0,8.0,0.0,0.0,1,16.67,1,0,0/8
111,17,2,2,18,3,22.0,0.0,7.33,0.0,0.0,4,22.22,2,0,0/9
111,18,1,1,6,1,15.0,0.0,15.0,0.0,0.0,1,16.67,1,1,0/15
202,1,5,5,78,13,130.0,2.0,10.0,65.0,39.0,24,30.77,8,9,1/23
202,2,3,3,24,4,34.0,0.0,8.5,0.0,0.0,7,29.17,2,1,0/6
202,3,5,5,60,10,80.0,0.0,8.0,0.0,0.0,13,21.67,5,2,0/7
202,4,2,2,18,3,38.0,1.0,12.67,38.0,18.0,4,22.22,3,3,1/19
202,5,6,6,54,9,63.0,3.0,7.0,21.0,18.0,14,25.93,3,3,2/2
202,6,4,4,66,11,91.0,0.0,8.27,0.0,0.0,19,28.79,7,4,0/14
202,7,1,1,17,3,38.0,2.0,12.67,19.0,8.5,5,29.41,2,3,2/38
541,15,2,2,12,2,27.0,0.0,13.5,0.0,0.0,1,8.33,3,1,0/7
541,17,2,2,36,6,70.0,1.0,11.67,70.0,36.0,4,11.11,6,3,1/18
324,8,6,6,84,14,101.0,4.0,7.21,25.25,21.0,44,52.38,14,3,2/18
445,1,4,4,42,7,40.0,3.0,5.71,13.33,14.0,19,45.24,5,0,2/7
603,11,3,3,60,10,95.0,2.0,9.5,47.5,30.0,19,31.67,12,3,1/24
603,15,4,4,66,11,72.0,1.0,6.55,72.0,66.0,24,36.36,6,2,1/29
603,16,4,4,90,15,105.0,3.0,7.0,35.0,30.0,36,40.0,10,3,2/16
648,6,9,9,134,23,168.0,8.0,7.3,21.0,16.75,50,37.31,14,5,4/22
648,7,8,8,84,14,157.0,3.0,11.21,52.33,28.0,20,23.81,16,7,1/20
648,8,2,2,18,3,25.0,0.0,8.33,0.0,0.0,2,11.11,3,0,0/7
218,11,2,2,18,3,19.0,1.0,6.33,19.0,18.0,7,38.89,1,1,1/10
694,9,2,2,30,5,41.0,0.0,8.2,0.0,0.0,13,43.33,5,1,0/13
694,10,3,3,42,7,74.0,1.0,10.57,74.0,42.0,12,28.57,12,1,1/35
694,11,12,12,229,39,278.0,10.0,7.13,27.8,22.9,114,49.78,28,10,3/15
694,12,17,17,387,65,482.0,22.0,7.42,21.91,17.59,186,48.06,60,12,3/20
694,13,14,14,312,52,396.0,12.0,7.62,33.0,26.0,113,36.22,45,6,2/18
694,14,15,15,324,54,451.0,14.0,8.35,32.21,23.14,130,40.12,56,13,4/13
694,16,10,10,204,34,297.0,13.0,8.74,22.85,15.69,80,39.22,30,11,3/22
694,17,8,8,141,25,202.0,5.0,8.08,40.4,28.2,60,42.55,22,9,2/28
694,18,14,14,246,41,376.0,11.0,9.17,34.18,22.36,106,43.09,41,14,2/12
686,1,2,2,48,8,54.0,2.0,6.75,27.0,24.0,16,33.33,4,2,1/19
686,2,7,7,139,24,181.0,7.0,7.54,25.86,19.86,48,34.53,15,7,3/15
686,3,3,3,70,12,97.0,2.0,8.08,48.5,35.0,21,30.0,9,3,1/30
686,4,13,13,310,52,311.0,12.0,5.98,25.92,25.83,119,38.39,23,7,3/19
686,5,9,9,210,35,236.0,5.0,6.74,47.2,42.0,66,31.43,16,5,1/20
458,1,3,3,66,11,99.0,2.0,9.0,49.5,33.0,24,36.36,12,3,1/30
242,2,13,13,297,50,372.0,15.0,7.44,24.8,19.8,135,45.45,46,7,3/27
242,3,9,9,206,35,224.0,7.0,6.4,32.0,29.43,89,43.2,23,3,2/12
242,4,2,2,24,4,31.0,2.0,7.75,15.5,12.0,11,45.83,4,1,1/0
242,6,5,5,119,20,158.0,4.0,7.9,39.5,29.75,50,42.02,16,4,2/17
414,1,9,9,152,26,199.0,4.0,7.65,49.75,38.0,63,41.45,23,5,1/17
451,13,3,3,72,12,114.0,0.0,9.5,0.0,0.0,22,30.56,9,5,0/30
451,14,2,2,36,6,39.0,1.0,6.5,39.0,36.0,15,41.67,3,1,1/24
451,15,11,11,252,42,370.0,13.0,8.81,28.46,19.38,105,41.67,29,19,4/30
310,1,4,4,66,11,83.0,5.0,7.55,16.6,13.2,25,37.88,8,1,3/26
310,2,8,8,84,14,124.0,1.0,8.86,124.0,84.0,26,30.95,11,6,1/25
310,3,2,2,23,4,36.0,1.0,9.0,36.0,23.0,6,26.09,6,0,1/22
310,5,6,6,78,13,95.0,2.0,7.31,47.5,39.0,28,35.9,9,3,1/8
310,6,3,3,30,5,59.0,2.0,11.8,29.5,15.0,7,23.33,7,2,2/20
310,7,5,5,60,10,95.0,4.0,9.5,23.75,15.0,15,25.0,8,4,1/11
310,8,1,1,12,2,17.0,1.0,8.5,17.0,12.0,4,33.33,0,1,1/17
310,9,8,8,108,18,153.0,8.0,8.5,19.12,13.5,40,37.04,13,7,4/8
310,10,9,9,78,13,148.0,2.0,11.38,74.0,39.0,17,21.79,13,9,1/10
212,1,10,10,177,30,236.0,11.0,7.87,21.45,16.09,77,43.5,27,6,3/33
212,2,8,8,156,26,206.0,5.0,7.92,41.2,31.2,65,41.67,23,6,1/21
212,3,1,1,24,4,40.0,1.0,10.0,40.0,24.0,10,41.67,3,2,1/40
212,4,6,6,120,20,149.0,5.0,7.45,29.8,24.0,42,35.0,14,3,3/26
212,5,2,2,48,8,64.0,6.0,8.0,10.67,8.0,23,47.92,6,2,3/18
212,6,6,6,112,19,151.0,8.0,7.95,18.88,14.0,53,47.32,15,6,3/19
212,7,8,8,162,27,221.0,6.0,8.19,36.83,27.0,70,43.21,19,11,2/23
212,8,11,11,210,35,277.0,13.0,7.91,21.31,16.15,95,45.24,40,4,2/9
212,9,14,14,294,49,364.0,18.0,7.43,20.22,16.33,130,44.22,41,11,4/14
212,10,6,6,113,19,173.0,3.0,9.11,57.67,37.67,35,30.97,19,5,1/24
212,11,8,8,119,20,188.0,4.0,9.4,47.0,29.75,53,44.54,24,8,2/32
212,12,10,10,210,35,335.0,6.0,9.57,55.83,35.0,76,36.19,36,13,1/14
212,13,1,1,18,3,22.0,0.0,7.33,0.0,0.0,6,33.33,2,0,0/22
212,14,1,1,24,4,48.0,0.0,12.0,0.0,0.0,7,29.17,3,4,0/48
625,18,13,13,312,52,429.0,14.0,8.25,30.64,22.29,95,30.45,37,14,2/30
287,4,14,14,274,46,350.0,11.0,7.61,31.82,24.91,109,39.78,34,10,2/13
287,5,7,7,162,27,233.0,8.0,8.63,29.12,20.25,51,31.48,21,8,2/26
287,6,2,2,36,6,55.0,0.0,9.17,0.0,0.0,14,38.89,3,4,0/13
287,10,13,13,240,40,298.0,11.0,7.45,27.09,21.82,74,30.83,20,9,2/10
287,11,4,4,71,12,101.0,4.0,8.42,25.25,17.75,20,28.17,10,3,2/35
287,14,9,9,100,17,155.0,4.0,9.12,38.75,25.0,28,28.0,15,5,2/14
341,1,10,10,228,38,252.0,10.0,6.63,25.2,22.8,116,50.88,29,5,3/27
341,2,3,3,54,9,62.0,2.0,6.89,31.0,27.0,27,50.0,4,3,1/21
341,3,15,15,354,59,406.0,15.0,6.88,27.07,23.6,164,46.33,45,6,3/18
341,4,12,12,273,46,299.0,14.0,6.5,21.36,19.5,134,49.08,41,3,3/16
341,5,12,12,280,47,285.0,18.0,6.06,15.83,15.56,138,49.29,35,2,3/8
341,6,17,18,413,68,399.0,19.0,5.87,21.0,21.74,211,51.09,39,7,3/11
341,7,14,14,336,56,431.0,11.0,7.7,39.18,30.55,145,43.15,46,16,2/20
341,8,6,6,114,19,170.0,3.0,8.95,56.67,38.0,38,33.33,23,3,2/38
341,9,1,1,12,2,17.0,0.0,8.5,0.0,0.0,5,41.67,2,0,0/17
341,12,2,2,48,8,69.0,4.0,8.62,17.25,12.0,18,37.5,7,3,2/29
341,13,3,3,70,12,133.0,1.0,11.08,133.0,70.0,23,32.86,13,7,1/33
598,18,7,7,160,27,238.0,13.0,8.81,18.31,12.31,53,33.12,24,10,3/31
326,5,1,1,6,1,16.0,0.0,16.0,0.0,0.0,0,0.0,0,2,0/16
192,14,3,3,66,11,90.0,1.0,8.18,90.0,66.0,20,30.3,7,4,1/22
192,15,1,1,24,4,46.0,1.0,11.5,46.0,24.0,6,25.0,4,3,1/46
6,15,3,3,72,12,110.0,2.0,9.17,55.0,36.0,24,33.33,10,4,2/32
6,16,4,4,80,14,117.0,4.0,8.36,29.25,20.0,32,40.0,18,0,2/41
6,18,5,5,102,17,210.0,0.0,12.35,0.0,0.0,24,23.53,27,8,0/30
323,2,6,6,140,24,154.0,5.0,6.42,30.8,28.0,70,50.0,20,2,2/27
285,3,2,2,12,2,20.0,0.0,10.0,0.0,0.0,1,8.33,1,1,0/6
570,17,10,10,201,34,341.0,13.0,10.03,26.23,15.46,71,35.32,33,17,4/34
570,18,4,4,72,12,131.0,2.0,10.92,65.5,36.0,19,26.39,8,9,1/10
630,1,4,4,84,14,141.0,3.0,10.07,47.0,28.0,25,29.76,14,6,1/33
381,5,9,9,216,36,253.0,10.0,7.03,25.3,21.6,73,33.8,18,5,2/31
381,6,1,1,20,4,31.0,0.0,7.75,0.0,0.0,5,25.0,1,2,0/31
381,8,6,6,126,21,144.0,9.0,6.86,16.0,14.0,50,39.68,8,9,4/29
381,9,5,5,96,16,142.0,4.0,8.88,35.5,24.0,31,32.29,13,5,3/19
756,12,6,6,138,23,222.0,7.0,9.65,31.71,19.71,43,31.16,25,6,2/39
24,1,14,14,324,54,357.0,12.0,6.61,29.75,27.0,153,47.22,41,10,4/29
38,14,2,2,12,2,20.0,1.0,10.0,20.0,12.0,4,33.33,2,1,1/17
38,16,2,2,18,3,20.0,1.0,6.67,20.0,18.0,6,33.33,2,0,1/10
775,6,5,5,36,6,38.0,1.0,6.33,38.0,36.0,17,47.22,4,1,1/5
775,12,1,1,6,1,9.0,0.0,9.0,0.0,0.0,0,0.0,1,0,0/9
70,14,5,5,90,15,135.0,3.0,9.0,45.0,30.0,31,34.44,11,6,1/27
670,5,2,2,18,3,22.0,1.0,7.33,22.0,18.0,6,33.33,1,1,1/10
670,6,2,2,12,2,23.0,0.0,11.5,0.0,0.0,2,16.67,1,2,0/5
670,7,7,7,66,11,132.0,1.0,12.0,132.0,66.0,14,21.21,8,9,1/21
670,8,7,7,60,10,97.0,2.0,9.7,48.5,30.0,19,31.67,4,8,1/5
670,9,7,7,54,9,80.0,0.0,8.89,0.0,0.0,16,29.63,9,2,0/3
670,10,8,8,114,19,125.0,7.0,6.58,17.86,16.29,38,33.33,8,3,2/15
670,11,10,10,96,16,132.0,5.0,8.25,26.4,19.2,32,33.33,8,7,2/22
670,13,7,7,126,21,169.0,3.0,8.05,56.33,42.0,35,27.78,9,9,1/10
670,14,6,6,96,16,135.0,3.0,8.44,45.0,32.0,25,26.04,6,8,2/23
670,15,10,10,144,24,165.0,6.0,6.88,27.5,24.0,62,43.06,6,11,2/22
670,16,7,7,62,11,94.0,3.0,8.55,31.33,20.67,18,29.03,4,7,1/3
670,17,6,6,96,16,129.0,6.0,8.06,21.5,16.0,34,35.42,6,8,2/23
670,18,6,6,78,13,110.0,4.0,8.46,27.5,19.5,27,34.62,9,5,1/5
387,2,1,1,24,4,27.0,1.0,6.75,27.0,24.0,8,33.33,2,1,1/27
211,8,2,2,48,8,82.0,1.0,10.25,82.0,48.0,9,18.75,8,2,1/33
330,17,1,1,6,1,12.0,0.0,12.0,0.0,0.0,1,16.67,2,0,0/12
525,8,3,3,54,9,66.0,3.0,7.33,22.0,18.0,19,35.19,5,2,2/17
525,9,3,3,24,4,31.0,2.0,7.75,15.5,12.0,7,29.17,1,1,2/15
291,16,1,1,18,3,42.0,0.0,14.0,0.0,0.0,7,38.89,4,3,0/42
704,16,1,1,18,3,28.0,0.0,9.33,0.0,0.0,2,11.11,3,1,0/28
704,17,1,1,12,2,29.0,0.0,14.5,0.0,0.0,0,0.0,3,1,0/29
662,1,3,3,60,10,82.0,5.0,8.2,16.4,12.0,16,26.67,6,3,3/32
662,2,13,13,264,44,256.0,12.0,5.82,21.33,22.0,103,39.02,19,6,4/17
662,3,14,14,321,54,377.0,17.0,6.98,22.18,18.88,102,31.78,21,12,3/31
662,4,15,15,318,53,370.0,14.0,6.98,26.43,22.71,127,39.94,32,11,5/18
662,5,16,16,324,54,384.0,6.0,7.11,64.0,54.0,117,36.11,26,14,2/13
662,6,19,19,420,70,456.0,24.0,6.51,19.0,17.5,163,38.81,29,15,3/14
662,7,14,14,330,55,356.0,14.0,6.47,25.43,23.57,138,41.82,25,12,2/13
662,8,15,15,342,57,446.0,18.0,7.82,24.78,19.0,117,34.21,37,15,3/27
662,9,14,14,294,49,392.0,9.0,8.0,43.56,32.67,83,28.23,28,16,2/29
662,10,11,11,246,41,266.0,8.0,6.49,33.25,30.75,96,39.02,20,10,3/22
662,11,12,12,191,32,270.0,7.0,8.44,38.57,27.29,68,35.6,25,13,2/22
662,12,11,11,264,44,312.0,16.0,7.09,19.5,16.5,114,43.18,21,15,3/20
662,14,3,3,42,7,63.0,0.0,9.0,0.0,0.0,19,45.24,7,3,0/8
270,2,7,7,137,23,192.0,3.0,8.35,64.0,45.67,46,33.58,19,6,2/23
270,3,8,8,144,24,174.0,8.0,7.25,21.75,18.0,59,40.97,16,5,2/24
270,4,2,2,42,7,53.0,3.0,7.57,17.67,14.0,17,40.48,6,0,2/27
270,5,7,7,134,23,191.0,7.0,8.3,27.29,19.14,40,29.85,18,5,3/24
270,6,4,4,92,16,121.0,6.0,7.56,20.17,15.33,39,42.39,10,6,3/24
768,12,2,2,30,5,48.0,0.0,9.6,0.0,0.0,7,23.33,3,3,0/24
768,13,1,1,24,4,41.0,0.0,10.25,0.0,0.0,6,25.0,5,1,0/41
