player_id,season_id,phase,matches,innings,runs,balls,average,strike_rate,highest_score,fours,sixes,dismissals,dot_ball_pct,boundary_pct
422,1,Powerplay Over,5,5,61.0,65,12.2,93.85,26.0,6,3,4,56.92,13.85
429,1,Death Over,1,1,4.0,1,4.0,400.0,4.0,1,0,0,0.0,100.0
429,1,Middle Over,1,1,9.0,12,9.0,75.0,9.0,0,0,1,41.67,0.0
433,1,Powerplay Over,4,4,34.0,34,8.5,100.0,13.0,6,1,2,61.76,20.59
441,1,Middle Over,6,6,162.0,106,27.0,152.83,62.0,11,11,5,31.13,20.75
441,1,Powerplay Over,14,14,274.0,222,19.57,123.42,47.0,40,8,8,45.5,21.62
446,1,Powerplay Over,3,3,20.0,30,6.67,66.67,10.0,3,0,3,56.67,10.0
447,1,Death Over,2,2,62.0,21,31.0,295.24,42.0,2,7,1,9.52,42.86
447,1,Middle Over,9,9,159.0,177,17.67,89.83,39.0,12,7,7,46.33,10.73
447,1,Powerplay Over,12,12,128.0,126,10.67,101.59,32.0,19,1,6,46.03,15.87
451,1,Death Over,2,2,42.0,20,21.0,210.0,42.0,2,4,3,30.0,30.0
451,1,Middle Over,5,5,48.0,43,9.6,111.63,28.0,4,1,3,34.88,11.63
451,1,Powerplay Over,4,4,27.0,19,6.75,142.11,21.0,4,1,3,36.84,26.32
453,1,Death Over,1,1,0.0,3,0.0,0.0,0.0,0,0,1,100.0,0.0
454,1,Death Over,8,8,97.0,48,12.12,202.08,35.0,9,5,3,16.67,29.17
454,1,Middle Over,4,4,61.0,53,15.25,115.09,42.0,7,2,2,39.62,16.98
454,1,Powerplay Over,4,4,34.0,37,8.5,91.89,19.0,5,1,1,54.05,16.22
457,1,Death Over,4,4,13.0,17,3.25,76.47,8.0,1,0,1,41.18,5.88
458,1,Death Over,6,6,114.0,66,19.0,172.73,31.0,11,5,3,19.7,24.24
458,1,Middle Over,8,8,89.0,91,11.12,97.8,38.0,10,1,4,36.26,12.09
458,1,Powerplay Over,3,3,22.0,24,7.33,91.67,18.0,3,0,1,54.17,12.5
464,1,Death Over,6,6,111.0,63,18.5,176.19,39.0,9,7,4,30.16,25.4
464,1,Middle Over,3,3,14.0,16,4.67,87.5,8.0,1,0,2,37.5,6.25
469,1,Death Over,8,8,98.0,71,12.25,138.03,30.0,7,6,4,29.58,18.31
469,1,Middle Over,5,5,26.0,45,5.2,57.78,10.0,2,0,0,53.33,4.44
469,1,Powerplay Over,2,2,7.0,4,3.5,175.0,6.0,0,0,1,25.0,0.0
470,1,Death Over,7,7,156.0,71,22.29,219.72,46.0,18,9,6,28.17,38.03
470,1,Middle Over,11,11,232.0,186,21.09,124.73,43.0,17,10,4,31.72,14.52
470,1,Powerplay Over,3,3,16.0,19,5.33,84.21,9.0,3,0,1,57.89,15.79
472,1,Death Over,7,7,54.0,41,7.71,131.71,33.0,6,2,5,29.27,19.51
472,1,Middle Over,12,12,212.0,198,17.67,107.07,34.0,20,6,4,36.87,13.13
472,1,Powerplay Over,6,6,54.0,52,9.0,103.85,22.0,8,1,3,48.08,17.31
476,1,Death Over,1,1,11.0,10,11.0,110.0,11.0,1,0,0,30.0,10.0
476,1,Middle Over,3,3,56.0,60,18.67,93.33,21.0,2,0,2,30.0,3.33
476,1,Powerplay Over,3,3,28.0,30,9.33,93.33,21.0,2,1,2,53.33,10.0
480,1,Middle Over,9,9,104.0,102,11.56,101.96,33.0,9,2,7,33.33,10.78
480,1,Powerplay Over,13,13,198.0,213,15.23,92.96,23.0,33,1,4,51.17,15.96
484,1,Middle Over,2,2,53.0,34,26.5,155.88,35.0,5,2,2,17.65,20.59
484,1,Powerplay Over,6,6,62.0,76,10.33,81.58,26.0,7,1,3,51.32,10.53
489,1,Death Over,1,1,1.0,2,1.0,50.0,1.0,0,0,1,50.0,0.0
489,1,Middle Over,2,2,18.0,17,9.0,105.88,17.0,2,0,1,29.41,11.76
489,1,Powerplay Over,4,4,23.0,36,5.75,63.89,13.0,3,0,2,58.33,8.33
495,1,Death Over,2,2,4.0,8,2.0,50.0,4.0,0,0,2,62.5,0.0
498,1,Death Over,1,1,3.0,3,3.0,100.0,3.0,0,0,1,0.0,0.0
498,1,Powerplay Over,1,1,7.0,13,7.0,53.85,7.0,0,1,1,76.92,7.69
502,1,Death Over,3,3,18.0,15,6.0,120.0,7.0,2,1,2,33.33,20.0
502,1,Middle Over,2,2,6.0,7,3.0,85.71,3.0,0,0,0,28.57,0.0
506,1,Death Over,4,4,56.0,32,14.0,175.0,24.0,8,1,3,21.88,28.12
506,1,Middle Over,8,8,204.0,162,25.5,125.93,60.0,17,7,4,27.16,14.81
506,1,Powerplay Over,11,11,181.0,181,16.45,100.0,31.0,29,0,5,47.51,16.02
509,1,Powerplay Over,3,3,12.0,18,4.0,66.67,10.0,2,0,2,61.11,11.11
512,1,Middle Over,4,4,76.0,45,19.0,168.89,35.0,9,2,4,26.67,24.44
512,1,Powerplay Over,11,11,145.0,107,13.18,135.51,37.0,18,6,7,42.06,22.43
516,1,Death Over,2,2,6.0,11,3.0,54.55,3.0,0,0,2,54.55,0.0
516,1,Middle Over,3,3,31.0,31,10.33,100.0,28.0,3,0,2,32.26,9.68
524,1,Death Over,1,1,23.0,10,23.0,230.0,23.0,2,1,0,0.0,30.0
524,1,Middle Over,2,2,8.0,9,4.0,88.89,8.0,1,0,2,33.33,11.11
524,1,Powerplay Over,1,1,9.0,8,9.0,112.5,9.0,2,0,0,50.0,25.0
526,1,Death Over,1,1,0.0,1,0.0,0.0,0.0,0,0,0,100.0,0.0
527,1,Death Over,8,8,106.0,80,13.25,132.5,27.0,7,5,6,30.0,15.0
527,1,Middle Over,7,7,135.0,88,19.29,153.41,44.0,11,9,2,36.36,22.73
529,1,Death Over,9,9,73.0,57,8.11,128.07,21.0,7,3,7,40.35,17.54
529,1,Middle Over,5,5,33.0,38,6.6,86.84,18.0,2,3,1,57.89,13.16
529,1,Powerplay Over,1,1,6.0,5,6.0,120.0,6.0,1,0,1,60.0,20.0
532,1,Middle Over,3,3,28.0,35,9.33,80.0,17.0,0,0,3,34.29,0.0
532,1,Powerplay Over,3,3,45.0,43,15.0,104.65,27.0,6,1,0,41.86,16.28
540,1,Death Over,2,2,66.0,26,33.0,253.85,42.0,4,6,1,19.23,38.46
540,1,Middle Over,2,2,78.0,50,39.0,156.0,60.0,3,5,1,20.0,16.0
540,1,Powerplay Over,3,3,24.0,24,8.0,100.0,14.0,5,0,1,58.33,20.83
543,1,Death Over,4,4,39.0,19,9.75,205.26,24.0,1,5,3,31.58,31.58
568,1,Death Over,5,5,77.0,53,15.4,145.28,28.0,8,2,2,28.3,18.87
568,1,Middle Over,11,11,198.0,167,18.0,118.56,46.0,18,5,5,28.74,13.77
568,1,Powerplay Over,10,10,65.0,88,6.5,73.86,14.0,9,1,3,57.95,11.36
573,1,Death Over,6,6,78.0,46,13.0,169.57,24.0,9,3,3,32.61,26.09
573,1,Middle Over,1,1,12.0,15,12.0,80.0,12.0,1,0,1,53.33,6.67
576,1,Death Over,6,6,56.0,42,9.33,133.33,18.0,4,3,4,30.95,16.67
576,1,Middle Over,6,6,79.0,66,13.17,119.7,29.0,7,3,3,31.82,15.15
582,1,Death Over,2,2,37.0,23,18.5,160.87,33.0,3,1,1,17.39,17.39
582,1,Middle Over,2,2,31.0,25,15.5,124.0,24.0,3,0,1,24.0,12.0
582,1,Powerplay Over,2,2,35.0,35,17.5,100.0,33.0,7,0,1,54.29,20.0
584,1,Death Over,6,6,113.0,54,18.83,209.26,39.0,10,8,4,20.37,33.33
584,1,Middle Over,9,9,207.0,122,23.0,169.67,38.0,19,11,3,26.23,24.59
584,1,Powerplay Over,8,8,115.0,77,14.38,149.35,36.0,14,6,5,41.56,25.97
586,1,Death Over,4,4,19.0,16,4.75,118.75,12.0,0,1,2,31.25,6.25
586,1,Middle Over,1,1,2.0,2,2.0,100.0,2.0,0,0,0,50.0,0.0
588,1,Death Over,5,5,41.0,26,8.2,157.69,27.0,3,3,1,26.92,23.08
588,1,Middle Over,2,2,5.0,6,2.5,83.33,5.0,1,0,2,66.67,16.67
598,1,Death Over,1,1,9.0,10,9.0,90.0,9.0,1,0,1,40.0,10.0
598,1,Middle Over,1,1,17.0,10,17.0,170.0,17.0,2,1,1,40.0,30.0
607,1,Death Over,6,6,80.0,44,13.33,181.82,33.0,8,5,6,27.27,29.55
607,1,Middle Over,5,5,66.0,66,13.2,100.0,31.0,4,3,2,34.85,10.61
607,1,Powerplay Over,2,2,1.0,6,0.5,16.67,1.0,0,0,0,83.33,0.0
610,1,Death Over,2,2,1.0,3,0.5,33.33,1.0,0,0,2,66.67,0.0
610,1,Middle Over,1,1,2.0,3,2.0,66.67,2.0,0,0,0,33.33,0.0
612,1,Death Over,3,3,5.0,12,1.67,41.67,3.0,0,0,1,58.33,0.0
613,1,Middle Over,5,5,170.0,81,34.0,209.88,70.0,16,12,4,18.52,34.57
613,1,Powerplay Over,14,14,236.0,148,16.86,159.46,38.0,30,9,8,29.05,26.35
614,1,Death Over,1,1,0.0,1,0.0,0.0,0.0,0,0,1,100.0,0.0
614,1,Middle Over,2,2,48.0,40,24.0,120.0,46.0,6,1,1,40.0,17.5
614,1,Powerplay Over,3,3,34.0,45,11.33,75.56,18.0,3,0,1,53.33,6.67
629,1,Death Over,1,1,3.0,6,3.0,50.0,3.0,0,0,1,50.0,0.0
629,1,Powerplay Over,1,1,0.0,4,0.0,0.0,0.0,0,0,1,75.0,0.0
632,1,Death Over,1,1,1.0,3,1.0,33.33,1.0,0,0,1,33.33,0.0
632,1,Middle Over,1,1,1.0,1,1.0,100.0,1.0,0,0,0,0.0,0.0
634,1,Middle Over,1,1,9.0,12,9.0,75.0,9.0,1,0,1,33.33,8.33
638,1,Death Over,1,1,1.0,2,1.0,50.0,1.0,0,0,0,50.0,0.0
640,1,Death Over,2,2,10.0,9,5.0,111.11,5.0,2,0,1,55.56,22.22
640,1,Middle Over,4,4,26.0,38,6.5,68.42,16.0,1,1,4,47.37,5.26
640,1,Powerplay Over,4,4,28.0,37,7.0,75.68,13.0,4,1,3,62.16,13.51
642,1,Death Over,5,5,45.0,29,9.0,155.17,29.0,4,2,3,27.59,20.69
642,1,Middle Over,6,6,100.0,79,16.67,126.58,27.0,9,2,4,29.11,13.92
647,1,Death Over,1,1,3.0,8,3.0,37.5,3.0,0,0,1,50.0,0.0
654,1,Middle Over,6,6,164.0,97,27.33,169.07,55.0,17,9,5,29.9,26.8
654,1,Powerplay Over,14,14,350.0,236,25.0,148.31,59.0,40,22,8,41.53,26.27
655,1,Death Over,3,3,48.0,29,16.0,165.52,16.0,7,0,3,20.69,24.14
655,1,Middle Over,7,7,138.0,100,19.71,138.0,53.0,13,4,5,20.0,17.0
655,1,Powerplay Over,7,7,134.0,78,19.14,171.79,44.0,21,4,2,38.46,32.05
674,1,Death Over,4,4,7.0,6,1.75,116.67,4.0,0,0,0,16.67,0.0
674,1,Middle Over,1,1,4.0,5,4.0,80.0,4.0,1,0,1,60.0,20.0
682,1,Death Over,1,1,2.0,17,2.0,11.76,2.0,0,0,0,82.35,0.0
688,1,Powerplay Over,3,3,25.0,33,8.33,75.76,16.0,4,0,3,54.55,12.12
691,1,Death Over,7,7,108.0,77,15.43,140.26,31.0,11,4,3,16.88,19.48
691,1,Middle Over,8,8,54.0,48,6.75,112.5,15.0,6,1,5,37.5,14.58
691,1,Powerplay Over,1,1,1.0,2,1.0,50.0,1.0,0,0,0,50.0,0.0
692,1,Death Over,1,1,26.0,17,26.0,152.94,26.0,2,1,0,29.41,17.65
