player_id,player_name
563,AN AHMED
564,PN MANKAD
565,AP TARE
566,FH EDWARDS
567,MS BHANDAGE
568,S DHAWAN
569,DJ MITCHELL
570,I UDANA
571,SHASHANK SINGH
572,UNKNOWN
573,PP CHAWLA
574,GS SANDHU
575,JM KEMP
576,RA JADEJA
577,T THUSHARA
578,DP NANNES
579,M DE LANGE
580,N THUSHARA
581,YASHPAL SINGH
582,NK PATEL
583,SWAPNIL SINGH
584,YK PATHAN
585,AF MILNE
586,WPUJC VAAS
587,ER DWIVEDI
588,B AKHIL
589,TL SUMAN
590,SUNNY SINGH
591,KS RATHORE
592,AR BAWNE
593,SUYASH SHARMA
594,A CHOUDHARY
595,RJ HARRIS
596,SW TAIT
597,AL MENARIA
598,SS TIWARY
599,RN TEN DOESCHATE
600,S ARAVIND
601,GB HOGG
602,Y GNANESWARA RAO
603,JD RYDER
604,P AWANA
605,SURYANSH SHEDGE
606,AS RAUT
607,SM POLLOCK
608,R GOYAL
609,TM HEAD
610,MOHAMMAD ASIF
611,JO HOLDER
612,SK TRIVEDI
613,V SEHWAG
614,SP GOSWAMI
615,AJ HOSEIN
616,M ASHWIN
617,AN GHOSH
618,AC THOMAS
619,SHIVAM SHARMA
620,SANDEEP SHARMA
621,PD COLLINGWOOD
622,MOHAMMED SHAMI
623,DM BRAVO
624,IC PANDEY
625,KJ ABBOTT
626,F BEHARDIEN
627,MJ LUMB
628,MOHSIN KHAN
629,MK PANDEY
630,STR BINNY
631,K KHEJROLIYA
632,AB DINDA
633,HM AMLA
634,AA NOFFKE
635,KM JADHAV
636,JE ROOT
637,CJ MCKAY
638,PM SARVESH KUMAR
639,A ZAMPA
640,MOHAMMAD HAFEEZ
641,MOHAMMAD NABI
642,KD KARTHIK
643,R SANJAY YADAV
644,SS IYER
645,DJ HOODA
646,DE BOLLINGER
647,D KALYANKRISHNA
648,CA PUJARA
649,MM ALI
650,S SANDEEP WARRIER
651,MILIND KUMAR
652,MUSTAFIZUR RAHMAN
653,T VIJAY
654,ST JAYASURIYA
655,KC SANGAKKARA
656,AA CHAVAN
657,PA REDDY
658,K KARTIKEYA
659,DR MARTYN
660,S BADREE
661,GJ BAILEY
662,JASKARAN SINGH
663,DT CHRISTIAN
664,IMRAN TAHIR
665,SHUBMAN GILL
666,AZHAR MAHMOOD
667,E LEWIS
668,MP YADAV
669,AD NATH
670,J YADAV
671,N POORAN
672,AS JOSEPH
673,LI MERIWALA
674,I SHARMA
675,Q DE KOCK
676,IS SODHI
677,KR MAYERS
678,MJ SANTNER
679,PRINCE YADAV
680,J BOTHA
681,CH MORRIS
682,DS KULKARNI
683,SM HARWOOD
684,MOHIT RATHEE
685,D PRETORIUS
686,ANIKET VERMA
687,M JANSEN
688,S CHANDERPAUL
689,L NGIDI
690,T SHAMSI
691,LR SHUKLA
692,KAMRAN AKMAL
693,JM BAIRSTOW
694,M TIWARI
695,R MCLAREN
696,HC BROOK
697,SD CHITNIS
698,AT RAYUDU
699,V VIYASKANTH
700,DNT ZOYSA
701,JDP ORAM
702,OA SHAH
703,AUK PATHAN
704,KAJ ROACH
705,M VOHRA
706,SALMAN BUTT
707,M RAWAT
708,I MALHOTRA
709,SM CURRAN
710,JD UNADKAT
711,ASHOK SHARMA
712,MR MARSH
713,TG SOUTHEE
714,UT YADAV
715,A SYMONDS
716,PP SHAW
717,P SIMRAN SINGH
718,BB MCCULLUM
719,CH GAYLE
720,JR PHILIPPE
721,NAVEEN-UL-HAQ
722,MC JUNEJA
723,M PRASIDH KRISHNA
724,RV PATEL
725,NS NAIK
726,BA BHATT
727,B SUMANTH
728,B KUMAR
729,S ANIRUDHA
730,JJ VAN DER WATH
731,RA TRIPATHI
732,P DOGRA
733,SV SAMSON
734,RASHID KHAN
735,HARPREET SINGH
736,CJ JORDAN
737,CK LANGEVELDT
738,SHIVAM SINGH
739,P AMARNATH
740,SC KUGGELEIJN
741,JA RICHARDSON
742,SO HETMYER
743,SE MARSH
744,P NEGI
745,PK GARG
746,BMAJ MENDIS
747,R POWELL
748,DJ MUTHUSWAMI
749,MANDEEP SINGH
750,RJW TOPLEY
751,RA BAWA
752,MJ MCCLENAGHAN
753,KL RAHUL
754,HIMMAT SINGH
755,Z KHAN
756,E MALINGA
757,RR BHATKAL
758,SS SARKAR
759,DB DAS
760,MASHRAFE MORTAZA
761,KW RICHARDSON
762,VRV SINGH
763,P RAY BARMAN
764,A TOMAR
765,J SUCHITH
766,FA ALLEN
767,A MANOHAR
768,LITON DAS
769,P SAHU
770,R PARAG
771,X THALAIVAN SARGUNAM
772,MONU KUMAR
773,NAVDEEP SAINI
774,R BISHNOI
775,BB SRAN
776,VY MAHESH
777,DP VIJAYKUMAR
778,VR IYER
779,ZEESHAN ANSARI
